,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume
1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,2014-01-03,19.7450008392334,19.77499961853028,19.301071166992188,19.320714950561523,16.93830680847168,392467600
1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,2014-01-06,19.194643020629883,19.5285701751709,19.05714225769043,19.426071166992188,17.03067398071289,412610800
1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,2014-01-07,19.440000534057617,19.498571395874023,19.211429595947266,19.28714370727539,16.908876419067383,317209200
1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,2014-01-08,19.243213653564453,19.48428535461425,19.23892974853516,19.40928649902344,17.015960693359375,258529600
1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,2014-01-09,19.5285701751709,19.53071403503418,19.11964225769043,19.16142845153809,16.798664093017578,279148800
1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,2014-01-10,19.27964210510254,19.314285278320312,18.96821403503418,19.033571243286133,16.68657112121582,304976000
1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,2014-01-13,18.92535781860352,19.375,18.924285888671875,19.133214950561523,16.7739315032959,378492800
1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,2014-01-14,19.222143173217773,19.52607154846192,19.2021427154541,19.51392936706543,17.10770034790039,332561600
1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014,2014-01-15,19.76857185363769,20.007143020629883,19.7021427154541,19.90571403503418,17.451171875,391638800
1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,1015,2014-01-16,19.81785774230957,19.887500762939453,19.702856063842773,19.79464340209961,17.35379981994629,229278000
1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,2014-01-17,19.695714950561523,19.716785430908203,19.28214263916016,19.309642791748047,16.928598403930664,426739600
1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,2014-01-21,19.32107162475586,19.645357131958008,19.30071449279785,19.609643936157227,17.191614151000977,328526800
1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018,2014-01-22,19.67535781860352,19.90321350097656,19.56464385986328,19.696786880493164,17.268001556396484,379985200
1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,2014-01-23,19.640714645385746,19.875,19.457500457763672,19.863571166992188,17.414226531982422,403239200
1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,2014-01-24,19.78571319580078,19.84357070922852,19.45535659790039,19.502500534057617,17.09767723083496,429354800
1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021,2014-01-27,19.645357131958008,19.814285278320312,19.491071701049805,19.66071319580078,17.23638153076172,554878800
1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,2014-01-28,18.170000076293945,18.39285659790039,17.93107032775879,18.08928680419922,15.858719825744627,1065523200
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,2014-01-29,17.998214721679688,18.12035751342773,17.807857513427734,17.883928298950195,15.678689002990724,502810000
1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,2014-01-30,17.947856903076172,18.08928680419922,17.739286422729492,17.849285125732422,15.6483154296875,678501600
1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025,2014-01-31,17.684999465942383,17.911785125732422,17.626785278320312,17.878570556640625,15.673992156982422,464797200
1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,2014-02-03,17.95035743713379,18.133214950561523,17.832143783569336,17.911785125732422,15.703105926513672,401464000
1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,2014-02-04,18.066070556640625,18.19499969482422,17.955713272094727,18.17107009887696,15.93042278289795,376681200
1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,2014-02-05,18.091428756713867,18.402856826782227,18.08035659790039,18.306785583496094,16.049406051635742,328344800
1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,2014-02-06,18.216428756713867,18.33928680419922,18.136070251464844,18.30392837524414,16.142961502075195,257765200
1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030,2014-02-07,18.62071418762207,18.676071166992188,18.47785758972168,18.559999465942383,16.368793487548828,370280400
1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,1031,2014-02-10,18.523571014404297,18.999643325805664,18.5,18.89249992370605,16.662036895751953,345559200
1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,2014-02-11,18.95035743713379,19.20535659790039,18.91071319580078,19.141429901123047,16.881582260131836,282256800
1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,2014-02-12,19.17678642272949,19.270000457763672,19.04428672790528,19.13999938964844,16.88031768798828,308100800
1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,2014-02-13,19.09499931335449,19.45892906188965,19.07857131958008,19.44392967224121,17.14836883544922,307398000
1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,2014-02-14,19.37392807006836,19.499286651611328,19.328929901123047,19.42821311950684,17.134502410888672,272924400
1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,2014-02-18,19.5,19.68535614013672,19.48607063293457,19.499643325805664,17.197498321533203,260251600
1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,2014-02-19,19.45535659790039,19.53178596496582,19.08392906188965,19.19178581237793,16.925989151000977,313768000
1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038,2014-02-20,19.035356521606445,19.178571701049805,18.89285659790039,18.96964263916016,16.730073928833008,305858000
1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,2014-02-21,19.02821350097656,19.091785430908203,18.735713958740234,18.758928298950195,16.54423713684082,278784800
1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,2014-02-24,18.68392944335937,18.92571449279785,18.65785789489746,18.8410701751709,16.616682052612305,288909600
1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,1041,2014-02-25,18.906429290771484,18.9132137298584,18.60714340209961,18.645000457763672,16.44376564025879,231952000
1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,1042,2014-02-26,18.70035743713379,18.75,18.41428565979004,18.47678565979004,16.29540252685547,276217200
1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,2014-02-27,18.46928596496582,18.88500022888184,18.43035697937012,18.84535789489746,16.62046241760254,301882000
1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,2014-02-28,18.895713806152344,19.02678680419922,18.64714241027832,18.79428672790528,16.575422286987305,371968800
1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,2014-03-03,18.69357109069824,18.95178604125977,18.67178535461425,18.84857177734375,16.623292922973633,238781200
1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,2014-03-04,18.96428680419922,19.022857666015625,18.84892845153809,18.972856521606445,16.732913970947266,259140000
1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,1047,2014-03-05,18.961429595947266,19.09821319580078,18.897499084472656,19.01285743713379,16.768192291259766,200062800
1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,2014-03-06,19.02821350097656,19.087142944335938,18.860713958740234,18.95535659790039,16.717466354370117,185488800
1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049,2014-03-07,18.967500686645508,18.999286651611328,18.787500381469727,18.944286346435547,16.70771598815918,220729600
1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,2014-03-10,18.8700008392334,19.04750061035156,18.869285583496094,18.961429595947266,16.722827911376953,178584000
1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,2014-03-11,19.123214721679688,19.24071311950684,19.02107048034668,19.14607048034668,16.88566780090332,279224400
1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,1052,2014-03-12,19.089643478393555,19.191070556640625,19.0,19.16464233398437,16.902053833007812,199326400
1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,1053,2014-03-13,19.194286346435547,19.273571014404297,18.898571014404297,18.95178604125977,16.71432113647461,257742800
1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,1054,2014-03-14,18.88535690307617,18.960357666015625,18.678571701049805,18.73892974853516,16.52659797668457,237199200
1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,1055,2014-03-17,18.8464298248291,18.927499771118164,18.780357360839844,18.812143325805664,16.591171264648438,199544800
1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056,2014-03-18,18.78214263916016,18.99892807006836,18.757143020629883,18.97857093811035,16.737951278686523,209647200
1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,2014-03-19,19.009286880493164,19.15142822265625,18.89285659790039,18.97357177734375,16.733531951904297,224756000
1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058,2014-03-20,18.92464256286621,19.023929595947266,18.83392906188965,18.882143020629883,16.65289878845215,208398400
1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,1059,2014-03-21,18.997499465942383,19.0625,18.79750061035156,19.03107070922852,16.784252166748047,374046400
1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,1060,2014-03-24,19.229286193847656,19.303571701049805,19.10928535461425,19.256786346435547,16.983322143554688,355700800
1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,1061,2014-03-25,19.33928680419922,19.491071701049805,19.27107048034668,19.46392822265625,17.166004180908203,282293200
1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,2014-03-26,19.51857185363769,19.60714340209961,19.2450008392334,19.277856826782227,17.00189781188965,299768000
1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,1063,2014-03-27,19.28642845153809,19.33928680419922,19.11142921447754,19.19499969482422,16.9288272857666,222031600
1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,2014-03-28,19.2257137298584,19.24785614013672,19.08035659790039,19.17357063293457,16.909923553466797,200564000
1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,2014-03-31,19.258214950561523,19.31464385986328,19.140356063842773,19.16928672790528,16.906143188476562,168669200
1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,1066,2014-04-01,19.205713272094727,19.352500915527344,19.17035675048828,19.34464263916016,17.060800552368164,200760000
1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067,2014-04-02,19.37071418762207,19.40999984741211,19.295000076293945,19.376785278320312,17.089147567749023,180420800
1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,2014-04-03,19.335357666015625,19.375,19.20142936706543,19.24250030517578,16.970718383789062,162344000
1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,2014-04-04,19.278928756713867,19.28571319580078,18.94928550720215,18.99357032775879,16.751174926757812,275251200
1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,2014-04-07,18.85785675048828,18.96071434020996,18.63892936706543,18.695356369018555,16.488168716430664,289850400
1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,2014-04-08,18.756786346435547,18.790000915527344,18.52499961853028,18.694286346435547,16.487224578857422,243888400
1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,1072,2014-04-09,18.665714263916016,18.94607162475586,18.64357185363769,18.940000534057617,16.703933715820312,206169600
1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,1073,2014-04-10,18.952856063842773,19.00857162475586,18.684642791748047,18.695714950561523,16.488483428955078,239652000
1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,1074,2014-04-11,18.53571319580078,18.67250061035156,18.46928596496582,18.5575008392334,16.36659049987793,271717600
1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,2014-04-14,18.63928604125977,18.648571014404297,18.47178649902344,18.63142967224121,16.431787490844727,205674000
1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,2014-04-15,18.58107185363769,18.6299991607666,18.26178550720215,18.498571395874023,16.31461524963379,266490000
1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,1077,2014-04-16,18.501785278320312,18.6103572845459,18.36214256286621,18.53607177734375,16.347692489624023,214765600
1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,1078,2014-04-17,18.571428298950195,18.84857177734375,18.542856216430664,18.74785614013672,16.534475326538086,284334400
1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,2014-04-21,18.762142181396484,19.0049991607666,18.71285629272461,18.97035789489746,16.730701446533203,182548800
1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,2014-04-22,18.868213653564453,18.99392890930176,18.803571701049805,18.98928642272949,16.747394561767578,202563200
1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,2014-04-23,18.895000457763672,18.968929290771484,18.730356216430664,18.741071701049805,16.528480529785156,394940000
1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,1082,2014-04-24,20.29321479797364,20.35714340209961,20.02607154846192,20.27750015258789,17.883525848388672,759911600
1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083,2014-04-25,20.161785125732425,20.42821311950684,20.141429901123047,20.42642974853516,18.014869689941406,390275200
1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,1084,2014-04-28,20.457143783569336,21.27678680419922,20.448213577270508,21.217500686645508,18.71254539489746,669485600
1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,2014-04-29,21.20499992370605,21.28499984741211,21.05392837524414,21.15464210510254,18.6571102142334,337377600
1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,1086,2014-04-30,21.165714263916016,21.4082145690918,21.064285278320312,21.074642181396484,18.586549758911133,456640800
1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,1087,2014-05-01,21.14285659790039,21.24285697937012,20.9414291381836,21.124286651611328,18.630340576171875,244048000
1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088,2014-05-02,21.155000686645508,21.2214298248291,21.061071395874023,21.16357040405273,18.66498565673828,191514400
1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,2014-05-05,21.07642936706543,21.46428680419922,21.071428298950195,21.46285629272461,18.928939819335938,287067200
1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090,2014-05-06,21.49285697937012,21.586071014404297,21.22892951965332,21.22892951965332,18.72262954711914,374564400
1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,2014-05-07,21.258928298950195,21.331785202026367,20.9903564453125,21.15464210510254,18.6571102142334,282864400
1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,2014-05-08,21.008928298950195,21.22892951965332,20.94285774230957,20.999643325805664,18.62384986877441,230297200
1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,2014-05-09,20.876428604125977,20.9375,20.72607040405273,20.91214370727539,18.546255111694336,291597600
1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,2014-05-12,20.98178672790528,21.2021427154541,20.97857093811035,21.17250061035156,18.777156829833984,213208800
1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,2014-05-13,21.14285659790039,21.23357009887696,21.0964298248291,21.205713272094727,18.806610107421875,159737200
1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,1096,2014-05-14,21.1582145690918,21.33571434020996,21.13357162475586,21.20964241027832,18.810094833374023,166404000
